CD_SITE;mean.petit_rhino;mean.grand_rhino;mean_grand_murin;mean_daubenton;mean_bechstein;mean_natterer;mean_echancrees;mean_complexe_murins
21013.001;21,368421052631579;155,4736842105263293;396,3684210526315610;22,5000000000000000;0,3157894736842105;0,3684210526315789;145,0000000000000000;3,2631578947368420
21017.001;3,076923076923077;0,2307692307692308;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000
21044.003;4,000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000
21045.003;36,000000000000000;6,7272727272727275;12,0909090909090917;0,6363636363636364;0,0000000000000000;0,0000000000000000;54,8181818181818201;2,5454545454545454
21051.002;3,500000000000000;6,0000000000000000;4,0000000000000000;2,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000
21061.005;10,750000000000000;17,5000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000
21071.002;4,666666666666667;0,6666666666666666;0,6666666666666666;0,6666666666666666;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000
21122.001;9,000000000000000;1,3333333333333333;0,6666666666666666;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,3333333333333333;1,6666666666666667
21210.005;2,000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000
21220.008;48,076923076923080;3,0000000000000000;0,5384615384615384;0,6923076923076923;0,0769230769230769;0,7692307692307693;0,0833333333333333;0,0769230769230769
21226.002;1,500000000000000;60,7500000000000000;4,6250000000000000;1,0000000000000000;0,0000000000000000;0,3750000000000000;2,1250000000000000;93,6250000000000000
21226.004;0,888888888888889;0,2222222222222222;5,6666666666666670;5,1111111111111107;0,0000000000000000;1,2222222222222223;1,1111111111111112;42,2222222222222214
21339.001;1,000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000
21361.001;21,666666666666668;2,0000000000000000;10,0000000000000000;0,6666666666666666;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000
21373.001;4,263157894736842;222,5789473684210407;1,9473684210526316;1,4736842105263157;0,0000000000000000;0,2631578947368421;1,0000000000000000;0,3684210526315789
21412.001;16,611111111111111;2,6111111111111112;2,8888888888888888;0,1666666666666667;0,0000000000000000;0,9444444444444444;0,5000000000000000;0,0000000000000000
21445.003;92,500000000000000;0,0000000000000000;0,0000000000000000;0,5000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,5000000000000000
21462.001;1,722222222222222;1,0555555555555556;8,5000000000000000;7,5000000000000000;2,7222222222222223;5,2222222222222223;14,6666666666666661;15,5555555555555554
21464.002;0,818181818181818;0,0909090909090909;0,3636363636363636;0,1818181818181818;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000
21464.003;3,153846153846154;1,0000000000000000;0,4615384615384616;0,0769230769230769;0,0000000000000000;0,1538461538461539;0,0000000000000000;0,0000000000000000
21478.001;7,500000000000000;0,5000000000000000;2,5000000000000000;0,5000000000000000;0,5000000000000000;0,0000000000000000;0,0000000000000000;253,5000000000000000
21478.003;1,571428571428571;0,0000000000000000;3,5714285714285716;0,8571428571428571;0,0000000000000000;0,5714285714285714;0,0000000000000000;0,1428571428571428
21485.001;2,222222222222222;14,1666666666666661;43,3333333333333357;1,3888888888888888;0,0555555555555556;0,2222222222222222;0,5000000000000000;0,2777777777777778
21512.001;168,625000000000000;10,0625000000000000;49,1875000000000000;1,1250000000000000;0,0625000000000000;0,4375000000000000;3,5000000000000000;0,0000000000000000
21541.001;10,500000000000000;0,5000000000000000;0,5000000000000000;0,0000000000000000;0,0000000000000000;0,5000000000000000;0,0000000000000000;0,0000000000000000
21541.003;5,000000000000000;0,0000000000000000;1,2500000000000000;0,2500000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000
21578.002;6,000000000000000;0,2352941176470588;2,5294117647058822;1,0000000000000000;0,1176470588235294;0,1764705882352941;0,0000000000000000;0,1764705882352941
21578.003;6,500000000000000;0,0000000000000000;1,0000000000000000;0,5000000000000000;0,0000000000000000;0,5000000000000000;1,0000000000000000;0,0000000000000000
21582.001;262,333333333333314;81,9166666666666714;197,5833333333333428;6,5833333333333330;0,4166666666666667;6,5833333333333330;39,4166666666666643;1,6666666666666667
21635.001;32,000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,5000000000000000
21641.001;2,000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000
58003.001;27,083333333333332;0,0000000000000000;2,0833333333333335;0,8333333333333334;0,0000000000000000;0,4166666666666667;0,0833333333333333;0,1666666666666667
58003.002;3,666666666666667;0,0000000000000000;0,8333333333333334;1,4166666666666667;0,0000000000000000;0,0833333333333333;0,0000000000000000;0,4166666666666667
58023.004;1,600000000000000;0,4000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,2000000000000000
58035.001;54,666666666666664;16,3333333333333321;9,6666666666666661;8,0000000000000000;0,3333333333333333;6,6666666666666670;165,6666666666666572;0,6666666666666666
58094.001;88,466666666666669;0,0000000000000000;0,0000000000000000;0,1333333333333333;0,1333333333333333;0,0666666666666667;0,0000000000000000;0,0000000000000000
58126.003;0,000000000000000;0,0625000000000000;36,3750000000000000;5,5625000000000000;0,5000000000000000;9,1875000000000000;2,3750000000000000;12,3125000000000000
58151.001;10,000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000
58159.001;4,000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000
58212.002;9,000000000000000;15,9090909090909083;15,4545454545454550;5,0909090909090908;1,7272727272727273;4,3636363636363633;3,0000000000000000;1,7272727272727273
58282.002;1,000000000000000;0,0000000000000000;4,2000000000000002;2,0000000000000000;0,2000000000000000;0,4000000000000000;0,0000000000000000;6,2000000000000002
58282.007;3,500000000000000;0,5000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000
58309.001;39,500000000000000;0,5000000000000000;0,7000000000000000;0,9000000000000000;0,0000000000000000;0,1000000000000000;0,4000000000000000;0,0000000000000000
58309.004;128,750000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000
71016.001;7,818181818181818;7,6363636363636367;2,4545454545454546;2,6363636363636362;0,0000000000000000;2,5454545454545454;0,5454545454545454;0,1818181818181818
71016.003;2,636363636363636;1,4545454545454546;2,0000000000000000;2,0909090909090908;0,0000000000000000;3,4545454545454546;0,1818181818181818;0,0000000000000000
71144.001;230,666666666666657;0,8333333333333334;13,0000000000000000;2,4166666666666665;0,5000000000000000;0,7500000000000000;0,0000000000000000;0,0833333333333333
71144.004;48,545454545454547;0,1818181818181818;9,1818181818181817;1,1818181818181819;0,0909090909090909;0,0909090909090909;0,0000000000000000;0,2727272727272727
71151.001;0,666666666666667;0,6666666666666666;0,3333333333333333;2,3333333333333335;1,6666666666666667;9,3333333333333339;0,0000000000000000;0,0000000000000000
71184.001;10,000000000000000;0,2500000000000000;0,0000000000000000;0,2500000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000;0,0000000000000000
